teamName,year,seed_points,results,prev_3s_recruits,prev_4s_recruits,prev_5s_recruits,curr_3s_recruits,curr_4s_recruits,curr_5s_recruits
Binghamton,2019,0,NIT,0,0,0,0,0,0
Binghamton,2020,0,NIT,0,0,0,1,0,0
Binghamton,2021,0,NIT,1,0,0,0,0,0
Boise St.,2013,0,NIT,0,0,0,0,0,0
Boise St.,2014,4,R64,0,0,0,0,0,0
Boise St.,2015,0,NIT,0,0,0,2,1,0
Boise St.,2016,6,R64,2,1,0,1,1,0
Boise St.,2017,0,NIT,1,1,0,1,0,0
Boise St.,2018,0,NIT,1,0,0,1,0,0
Boise St.,2019,0,NIT,1,0,0,3,0,0
Boise St.,2020,0,NIT,3,0,0,0,0,0
Boise St.,2021,0,NIT,0,0,0,1,0,0
Boston College,2013,0,NIT,5,0,0,2,0,0
Boston College,2014,0,NIT,2,0,0,2,0,0
Boston College,2015,0,NIT,2,0,0,1,0,0
Boston College,2016,0,NIT,1,0,0,5,0,0
Boston College,2017,0,NIT,5,0,0,4,0,0
Boston College,2018,0,NIT,4,0,0,4,0,0
Boston College,2019,0,NIT,4,0,0,1,1,0
Boston College,2020,0,NIT,1,1,0,4,0,0
Boston College,2021,0,NIT,4,0,0,1,1,0
Boston University,2013,0,NIT,0,0,0,0,0,0
Boston University,2014,0,NIT,0,0,0,0,0,0
Boston University,2015,0,NIT,0,0,0,0,0,0
Boston University,2016,0,NIT,0,0,0,0,0,0
Boston University,2017,0,NIT,0,0,0,0,0,0
Boston University,2018,0,NIT,0,0,0,1,0,0
Boston University,2019,0,NIT,1,0,0,2,0,0
Boston University,2020,0,NIT,2,0,0,0,0,0
Boston University,2021,1,R64,0,0,0,0,0,0
Bowling Green,2013,0,NIT,0,0,0,0,0,0
Bowling Green,2014,0,NIT,0,0,0,0,0,0
Bowling Green,2015,0,NIT,0,0,0,0,0,0
Bowling Green,2016,0,NIT,0,0,0,0,0,0
Bowling Green,2017,0,NIT,0,0,0,0,0,0
Bowling Green,2018,0,NIT,0,0,0,0,0,0
Bowling Green,2019,0,NIT,0,0,0,0,0,0
Bowling Green,2020,0,NIT,0,0,0,0,0,0
Bowling Green,2021,0,NIT,0,0,0,1,0,0
Bradley,2013,0,NIT,0,0,0,0,0,0
Bradley,2014,0,NIT,0,0,0,0,0,0
Bradley,2015,0,NIT,0,0,0,1,1,0
Bradley,2016,0,NIT,1,1,0,1,0,0
Bradley,2017,0,NIT,1,0,0,0,0,0
Bradley,2018,0,NIT,0,0,0,0,0,0
Bradley,2019,0,NIT,0,0,0,1,0,0
Bradley,2020,2,R64,1,0,0,0,0,0
Bradley,2021,3,R64,0,0,0,1,0,0
Brown,2013,0,NIT,0,0,0,0,0,0
Brown,2014,0,NIT,0,0,0,0,0,0
Brown,2015,0,NIT,0,0,0,0,0,0
Brown,2016,0,NIT,0,0,0,0,0,0
Brown,2017,0,NIT,0,0,0,0,0,0
Brown,2018,0,NIT,0,0,0,0,0,0
Brown,2019,0,NIT,0,0,0,0,0,0
Brown,2020,0,NIT,0,0,0,1,0,0
Brown,2021,0,NIT,1,0,0,0,0,0
Bryant,2013,0,NIT,0,0,0,0,0,0
Bryant,2014,0,NIT,0,0,0,0,0,0
Bryant,2015,0,NIT,0,0,0,0,0,0
Bryant,2016,0,NIT,0,0,0,0,0,0
Bryant,2017,0,NIT,0,0,0,0,0,0
Bryant,2018,0,NIT,0,0,0,0,0,0
Bryant,2019,0,NIT,0,0,0,0,0,0
Bryant,2020,0,NIT,0,0,0,0,0,0
Bryant,2021,0,NIT,0,0,0,0,0,0
Bucknell,2013,0,NIT,0,0,0,0,0,0
Bucknell,2014,6,R64,0,0,0,0,0,0
Bucknell,2015,0,NIT,0,0,0,0,0,0
Bucknell,2016,0,NIT,0,0,0,0,0,0
Bucknell,2017,0,NIT,0,0,0,0,0,0
Bucknell,2018,4,R64,0,0,0,0,0,0
Bucknell,2019,3,R64,0,0,0,0,0,0
Bucknell,2020,0,NIT,0,0,0,0,0,0
Bucknell,2021,0,NIT,0,0,0,1,0,0
Buffalo,2013,0,NIT,0,0,0,0,0,0
Buffalo,2014,0,NIT,0,0,0,0,0,0
Buffalo,2015,0,NIT,0,0,0,1,0,0
Buffalo,2016,5,R64,1,0,0,0,0,0
Buffalo,2017,3,R64,0,0,0,2,0,0
Buffalo,2018,0,NIT,2,0,0,1,1,0
Buffalo,2019,4,R32,1,1,0,1,1,0
Buffalo,2020,11,R32,1,1,0,1,0,0
Buffalo,2021,0,NIT,1,0,0,1,0,0
Butler,2013,0,NIT,3,0,0,1,1,0
Butler,2014,11,R32,1,1,0,3,1,0
Butler,2015,0,NIT,3,1,0,2,1,0
Butler,2016,11,R32,2,1,0,2,0,0
Butler,2017,8,R32,2,0,0,2,1,0
Butler,2018,13,S16,2,1,0,4,0,0
Butler,2019,7,R32,4,0,0,2,0,0
Butler,2020,0,NIT,2,0,0,1,1,0
Butler,2021,12,R32,1,1,0,5,0,0
Cal Baptist,2020,0,NIT,0,0,0,0,0,0
Cal Baptist,2021,0,NIT,0,0,0,0,0,0
Cal Poly,2013,0,NIT,0,0,0,0,0,0
Cal Poly,2014,0,NIT,0,0,0,0,0,0
Cal Poly,2015,1,R64,0,0,0,0,0,0
Cal Poly,2016,0,NIT,0,0,0,0,0,0
Cal Poly,2017,0,NIT,0,0,0,0,0,0
Cal Poly,2018,0,NIT,0,0,0,0,0,0
Cal Poly,2019,0,NIT,0,0,0,0,0,0
Cal Poly,2020,0,NIT,0,0,0,0,0,0
Cal Poly,2021,0,NIT,0,0,0,1,0,0
Cal St. Bakersfield,2013,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2014,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2015,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2016,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2017,2,R64,0,0,0,0,0,0
Cal St. Bakersfield,2018,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2019,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2020,0,NIT,0,0,0,0,0,0
Cal St. Bakersfield,2021,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2013,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2014,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2015,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2016,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2017,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2018,0,NIT,0,0,0,0,0,0
Cal St. Fullerton,2019,2,R64,0,0,0,1,0,0
Cal St. Fullerton,2020,0,NIT,1,0,0,1,0,0
Cal St. Fullerton,2021,0,NIT,1,0,0,0,0,0
Cal St. Northridge,2013,0,NIT,0,0,0,0,0,0
Cal St. Northridge,2014,0,NIT,0,0,0,0,0,0
Cal St. Northridge,2015,0,NIT,0,0,0,0,0,0
Cal St. Northridge,2016,0,NIT,0,0,0,0,0,0
Cal St. Northridge,2017,0,NIT,0,0,0,1,0,0
Cal St. Northridge,2018,0,NIT,1,0,0,0,0,0
Cal St. Northridge,2019,0,NIT,0,0,0,1,0,0
Cal St. Northridge,2020,0,NIT,1,0,0,0,0,0
Cal St. Northridge,2021,0,NIT,0,0,0,0,0,0
California,2013,5,R64,2,0,0,2,1,0
California,2014,5,R32,2,1,0,3,0,1
California,2015,0,NIT,3,0,1,2,0,0
California,2016,0,NIT,2,0,0,1,0,2
California,2017,13,R64,1,0,2,0,1,0
California,2018,0,NIT,0,1,0,8,0,0
California,2019,0,NIT,8,0,0,3,1,0
California,2020,0,NIT,3,1,0,3,0,0
California,2021,0,NIT,3,0,0,1,1,0
Campbell,2013,0,NIT,0,0,0,0,0,0
Campbell,2014,0,NIT,0,0,0,0,0,0
Campbell,2015,0,NIT,0,0,0,0,0,0
Campbell,2016,0,NIT,0,0,0,0,0,0
Campbell,2017,0,NIT,0,0,0,0,0,0
Campbell,2018,0,NIT,0,0,0,0,0,0
Campbell,2019,0,NIT,0,0,0,1,0,0
Campbell,2020,0,NIT,1,0,0,0,0,0
Campbell,2021,0,NIT,0,0,0,0,0,0
Canisius,2013,0,NIT,0,0,0,0,0,0
Canisius,2014,0,NIT,0,0,0,0,0,0
Canisius,2015,0,NIT,0,0,0,0,0,0
Canisius,2016,0,NIT,0,0,0,0,0,0
Canisius,2017,0,NIT,0,0,0,0,0,0
Canisius,2018,0,NIT,0,0,0,0,0,0
Canisius,2019,0,NIT,0,0,0,0,0,0
Canisius,2020,0,NIT,0,0,0,0,0,0
Canisius,2021,0,NIT,0,0,0,0,0,0
Central Arkansas,2013,0,NIT,0,0,0,0,0,0
Central Arkansas,2014,0,NIT,0,0,0,0,0,0
Central Arkansas,2015,0,NIT,0,0,0,0,0,0
Central Arkansas,2016,0,NIT,0,0,0,0,0,0
Central Arkansas,2017,0,NIT,0,0,0,0,0,0
Central Arkansas,2018,0,NIT,0,0,0,0,0,0
Central Arkansas,2019,0,NIT,0,0,0,2,0,0
Central Arkansas,2020,0,NIT,2,0,0,0,0,0
Central Arkansas,2021,0,NIT,0,0,0,0,0,0
Central Connecticut,2013,0,NIT,0,0,0,0,0,0
Central Connecticut,2014,0,NIT,0,0,0,0,0,0
Central Connecticut,2015,0,NIT,0,0,0,0,0,0
Central Connecticut,2016,0,NIT,0,0,0,0,0,0
Central Connecticut,2017,0,NIT,0,0,0,0,0,0
Central Connecticut,2018,0,NIT,0,0,0,0,0,0
Central Connecticut,2019,0,NIT,0,0,0,0,0,0
Central Connecticut,2020,0,NIT,0,0,0,0,0,0
Central Connecticut,2021,0,NIT,0,0,0,0,0,0
Central Michigan,2013,0,NIT,0,0,0,0,0,0
Central Michigan,2014,0,NIT,0,0,0,0,0,0
Central Michigan,2015,0,NIT,0,0,0,0,0,0
Central Michigan,2016,0,NIT,0,0,0,0,0,0
Central Michigan,2017,0,NIT,0,0,0,0,0,0
Central Michigan,2018,0,NIT,0,0,0,0,0,0
Central Michigan,2019,0,NIT,0,0,0,0,0,0
Central Michigan,2020,0,NIT,0,0,0,0,0,0
Central Michigan,2021,0,NIT,0,0,0,0,0,0
Charleston Southern,2013,0,NIT,0,0,0,0,0,0
Charleston Southern,2014,0,NIT,0,0,0,0,0,0
Charleston Southern,2015,0,NIT,0,0,0,1,0,0
Charleston Southern,2016,0,NIT,1,0,0,0,0,0
Charleston Southern,2017,0,NIT,0,0,0,0,0,0
Charleston Southern,2018,0,NIT,0,0,0,0,0,0
Charleston Southern,2019,0,NIT,0,0,0,0,0,0
Charleston Southern,2020,0,NIT,0,0,0,0,0,0
Charleston Southern,2021,0,NIT,0,0,0,0,0,0
Charlotte,2013,0,NIT,0,0,0,1,1,0
Charlotte,2014,0,NIT,1,1,0,0,0,0
Charlotte,2015,0,NIT,0,0,0,2,0,0
Charlotte,2016,0,NIT,2,0,0,0,0,0
Charlotte,2017,0,NIT,0,0,0,1,0,0
Charlotte,2018,0,NIT,1,0,0,0,0,0
Charlotte,2019,0,NIT,0,0,0,0,0,0
Charlotte,2020,0,NIT,0,0,0,4,0,0
Charlotte,2021,0,NIT,4,0,0,4,0,0
Chattanooga,2013,0,NIT,0,0,0,0,0,0
Chattanooga,2014,0,NIT,0,0,0,1,0,0
Chattanooga,2015,0,NIT,1,0,0,0,0,0
Chattanooga,2016,0,NIT,0,0,0,0,0,0
Chattanooga,2017,5,R64,0,0,0,0,0,0
Chattanooga,2018,0,NIT,0,0,0,0,0,0
Chattanooga,2019,0,NIT,0,0,0,2,0,0
Chattanooga,2020,0,NIT,2,0,0,0,0,0
Chattanooga,2021,0,NIT,0,0,0,0,0,0
Chicago St.,2013,0,NIT,0,0,0,0,0,0
Chicago St.,2014,0,NIT,0,0,0,0,0,0
Chicago St.,2015,0,NIT,0,0,0,0,0,0
Chicago St.,2016,0,NIT,0,0,0,0,0,0
Chicago St.,2017,0,NIT,0,0,0,0,0,0
Chicago St.,2018,0,NIT,0,0,0,0,0,0
Chicago St.,2019,0,NIT,0,0,0,0,0,0
Chicago St.,2020,0,NIT,0,0,0,0,0,0
Chicago St.,2021,0,NIT,0,0,0,0,0,0
Cincinnati,2013,11,S16,4,2,0,0,0,0
Cincinnati,2014,7,R64,0,0,0,3,1,0
Cincinnati,2015,12,R64,3,1,0,2,2,0
Cincinnati,2016,9,R32,2,2,0,1,2,0
Cincinnati,2017,8,R64,1,2,0,1,1,0
Cincinnati,2018,11,R32,1,1,0,4,1,0
Cincinnati,2019,15,R32,4,1,0,4,0,0
Cincinnati,2020,10,R64,4,0,0,2,1,0
Cincinnati,2021,6,R64,2,1,0,5,0,0
Clemson,2013,0,NIT,4,1,0,4,1,0
Clemson,2014,0,NIT,4,1,0,2,0,0
Clemson,2015,0,NIT,2,0,0,1,1,0
Clemson,2016,0,NIT,1,1,0,1,1,0
Clemson,2017,0,NIT,1,1,0,1,0,0
Clemson,2018,0,NIT,1,0,0,3,1,0
Clemson,2019,12,S16,3,1,0,3,0,0
Clemson,2020,0,NIT,3,0,0,2,1,0
Clemson,2021,0,NIT,2,1,0,0,3,0
Cleveland St.,2013,0,NIT,3,0,0,0,0,0
Cleveland St.,2014,0,NIT,0,0,0,1,0,0
Cleveland St.,2015,0,NIT,1,0,0,0,0,0
Cleveland St.,2016,0,NIT,0,0,0,0,0,0
Cleveland St.,2017,0,NIT,0,0,0,0,0,0
Cleveland St.,2018,0,NIT,0,0,0,0,0,0
Cleveland St.,2019,0,NIT,0,0,0,0,0,0
Cleveland St.,2020,0,NIT,0,0,0,0,0,0
Cleveland St.,2021,0,NIT,0,0,0,1,0,0
Coastal Carolina,2013,0,NIT,0,0,0,0,0,0
Coastal Carolina,2014,0,NIT,0,0,0,0,0,0
Coastal Carolina,2015,1,R64,0,0,0,0,0,0
Coastal Carolina,2016,1,R64,0,0,0,0,0,0
Coastal Carolina,2017,0,NIT,0,0,0,0,0,0
Coastal Carolina,2018,0,NIT,0,0,0,0,0,0
Coastal Carolina,2019,0,NIT,0,0,0,1,0,0
Coastal Carolina,2020,0,NIT,1,0,0,2,0,0
Coastal Carolina,2021,0,NIT,2,0,0,0,0,0
Colgate,2013,0,NIT,0,0,0,0,0,0
Colgate,2014,0,NIT,0,0,0,0,0,0
Colgate,2015,0,NIT,0,0,0,0,0,0
Colgate,2016,0,NIT,0,0,0,0,0,0
Colgate,2017,0,NIT,0,0,0,0,0,0
Colgate,2018,0,NIT,0,0,0,0,0,0
Colgate,2019,0,NIT,0,0,0,0,0,0
Colgate,2020,2,R64,0,0,0,0,0,0
Colgate,2021,0,NIT,0,0,0,0,0,0
College of Charleston,2013,0,NIT,1,1,0,0,0,0
College of Charleston,2014,0,NIT,0,0,0,1,0,0
College of Charleston,2015,0,NIT,1,0,0,1,0,0
College of Charleston,2016,0,NIT,1,0,0,0,0,0
College of Charleston,2017,0,NIT,0,0,0,0,0,0
College of Charleston,2018,0,NIT,0,0,0,0,0,0
College of Charleston,2019,4,R64,0,0,0,0,0,0
College of Charleston,2020,0,NIT,0,0,0,1,0,0
College of Charleston,2021,0,NIT,1,0,0,1,0,0
Colorado,2013,6,R32,4,0,0,4,2,0
Colorado,2014,7,R64,4,2,0,1,1,0
Colorado,2015,9,R64,1,1,0,1,1,0
Colorado,2016,0,NIT,1,1,0,1,0,0
Colorado,2017,9,R64,1,0,0,2,0,0
Colorado,2018,0,NIT,2,0,0,2,2,0
Colorado,2019,0,NIT,2,2,0,3,0,0
Colorado,2020,0,NIT,3,0,0,1,0,0
Colorado,2021,9,R32,1,0,0,3,1,0
Colorado St.,2013,6,R64,0,0,0,0,0,0
Colorado St.,2014,9,R32,0,0,0,0,0,0
Colorado St.,2015,0,NIT,0,0,0,2,0,0
Colorado St.,2016,0,NIT,2,0,0,1,1,0
Colorado St.,2017,0,NIT,1,1,0,0,0,0
Colorado St.,2018,0,NIT,0,0,0,1,0,0
Colorado St.,2019,0,NIT,1,0,0,1,0,0
Colorado St.,2020,0,NIT,1,0,0,4,0,0
Colorado St.,2021,0,NIT,4,0,0,1,0,0
Columbia,2013,0,NIT,0,0,0,0,0,0
Columbia,2014,0,NIT,0,0,0,0,0,0
Columbia,2015,0,NIT,0,0,0,0,0,0
Columbia,2016,0,NIT,0,0,0,0,0,0
Columbia,2017,0,NIT,0,0,0,0,0,0
